title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
"루체메디 초임계 알티지 오메가3 1005mg x 30캡슐, 6개",https://search.shopping.naver.com/catalog/57407753110,https://shopping-phinf.pstatic.net/main_5740775/57407753110.20251028112451.jpg,48600,,네이버,57407753110,1,루체메디,한국씨엔에스팜,식품,건강식품,영양제,오메가3
"뉴트리코어 하이퍼셀 식물성 오메가3 1340mg x 150캡슐, 1개",https://search.shopping.naver.com/catalog/51929498580,https://shopping-phinf.pstatic.net/main_5192949/51929498580.20250228172013.jpg,194380,,네이버,51929498580,1,뉴트리코어,노바렉스,식품,건강식품,영양제,오메가3
"담백하루 알래스카 알티지 오메가 에센스 1000 1252mg x 30캡슐, 6개",https://search.shopping.naver.com/catalog/58340274055,https://shopping-phinf.pstatic.net/main_5834027/58340274055.20251231114415.jpg,104500,,네이버,58340274055,1,담백하루,알피바이오,식품,건강식품,영양제,오메가3
스포츠리서치 1040mg 오메가-3 피쉬 오일 트리플 스트렝스 소프트젤  180정  1개,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=6854281548&ctag=6854281548&lptag=I24019532759&itemId=24019532759&vendorItemId=4765824657&spec=10305199,https://shopping-phinf.pstatic.net/main_5326645/53266457029.4.jpg,54690,,쿠팡,53266457029,2,스포츠리서치,스포츠리서치,식품,건강식품,영양제,오메가3
"종근당 20100 초임계 식물성 알티지 오메가3 900mg x 30캡슐, 3개",https://search.shopping.naver.com/catalog/51929038653,https://shopping-phinf.pstatic.net/main_5192903/51929038653.20241213203005.jpg,49720,,네이버,51929038653,1,종근당,알피바이오,식품,건강식품,영양제,오메가3
"YDY 폴라초임계오메가3 약들약 고약사 알티지오메가3 30캡슐, 4개",https://smartstore.naver.com/main/products/8195176402,https://shopping-phinf.pstatic.net/main_8573967/85739676725.13.jpg,89000,,YDY뉴트리션,85739676725,3,,알파바이오,식품,건강식품,영양제,오메가3
"트루엔 초임계 알티지오메가3 1256mg x 100캡슐, 1개",https://search.shopping.naver.com/catalog/51929502145,https://shopping-phinf.pstatic.net/main_5192950/51929502145.20241213221010.jpg,69500,,네이버,51929502145,1,트루엔,알피바이오,식품,건강식품,영양제,오메가3
"뉴트리모어 식물성 초임계 알티지 오메가3 DHA 1000 임산부 수유부 60캡슐, 1개",https://smartstore.naver.com/main/products/8278746940,https://shopping-phinf.pstatic.net/main_8582324/85823247263.4.jpg,46000,,뉴트리 모어,85823247263,3,뉴트리모어,알피바이오,식품,건강식품,영양제,오메가3
"GNM자연의품격 초임계 식물성 알티지오메가3 비건 505mg x 60캡슐, 2개",https://search.shopping.naver.com/catalog/51929257674,https://shopping-phinf.pstatic.net/main_5192925/51929257674.20241213205927.jpg,28390,,네이버,51929257674,1,GNM자연의품격,한풍네이처팜,식품,건강식품,영양제,오메가3
"3+1 포뉴 DA11 초임계 알티지 오메가3 식물성 캡슐 카제로템 60캡슐, 4개",https://smartstore.naver.com/main/products/11117961274,https://shopping-phinf.pstatic.net/main_8866247/88662471596.2.jpg,89000,,포뉴,88662471596,2,포뉴,알피바이오,식품,건강식품,영양제,오메가3
